id	text	class_label	predicted_class_label
1711	خلي مرتاح ليتك تواسيني تنوي المرواح ملامحي جروح وش منك يشفينيخذني بقايا جروح ارجوك داوينيلا تروح الروح	NOT_OFF	NOT_OFF
1712	حياه حواديت روحت جيت وشر وخير وبينهم خيط	NOT_OFF	NOT_OFF
1713	USERIDX USERIDX الله امح كبيرالله ينور	NOT_OFF	NOT_OFF
1714	USERIDX USERIDX الماركسيه تتلاعب بكس امك ظراط كله تخريف وتفاهه سفك الدماء حطها بطيزك انت تعرف شي اذا انطم وتعال مص زبي وانت ساكت مخنث وبعدين روح نيك نفسك بالزب الصناعي مفلس جاهل مركب بهيمه وردودك التافه اكتبها ورق	OFF	OFF
1715	USERIDX المهم رتبها نحضرها عندك اخوك USERIDX 😂😂😂😂😂	NOT_OFF	NOT_OFF
1716	USERIDX USERIDX صدفه عمري الحلوه حلو يوم صرتي اختي قبل صاحبتي😩💛💛💛💛	NOT_OFF	NOT_OFF
1717	ام السعد ام الزفت اعدلي الحصان	OFF	NOT_OFF
1718	USERIDX لطيف لطيف لطيف لطيف	NOT_OFF	NOT_OFF
1719	USERIDX ابي اعرف ليش الاغاني الحب و الفراق و الحزن يعني ليش مافي الاكل انادي كبسہ بيبسي شطہ حلاعلي بالي	NOT_OFF	NOT_OFF
1720	اضحك واجامل انا حزني دفين ع ز الله ان النفس ماهي طايبه نفسي اللي انتظار الغايبين توب ي ترا الايام ماهي تايبه	NOT_OFF	NOT_OFF
1721	ترا كلنا نعرف ان المرض مو عذر علي حقدك و عنصريتك و اذيتك للناس انت عكست تربيتك و ثقافتك مءذي حقود عنصري URL	OFF	OFF
1722	رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد رب انجلد	NOT_OFF	NOT_OFF
1723	USERIDX USERIDX «وعن انس رضي الله عنه ان اناسا قالوا رسول الله خيرنا وابن خيرنا وسيدنا وابن سيدنا فقال «يا ايها الناس قولوا بقولكم او قولكم يستهوينكم الشيطان انا محمد عبدالله ورسوله احب ان ترفعوني فوق منزلتي	NOT_OFF	NOT_OFF
1724	علي علي اتدلع علي ⁦❤️⁩	NOT_OFF	NOT_OFF
1725	صلي الله مالك رقي ويا ولي امري ذل شيء صاحب الزمان مهدي ال محمد يامهدي	NOT_OFF	NOT_OFF
1726	USERIDX خالد السعودي ابن الشرموطه دلال يلي بلاد الدب الداشر ابو منشار المجرم الارهابي خادم وعبد الشراميط والعاهرات المعف	OFF	OFF
1727	USERIDX يبحثون شرفهم وشرفها غشاء بكاره ان يذلونها اشد اذلال بهذه الولاده المستعسره فرج الاسمنت الله كميه الرعب وال	OFF	OFF
1728	USERIDX الله يطول بعمرهم تيضلوا جالطينك وقاطعه الكزاناكس السوق امين رب ارحم الراحمين 🤣 URL	NOT_OFF	NOT_OFF
1729	USERIDX ياواد حبيب انت 😂😂😂😂مغرم صبابه	NOT_OFF	NOT_OFF
1730	الوراثه الاجانب تكون بالعيون او بالملامح عندنا سكر ضغط صلعه	NOT_OFF	NOT_OFF
1731	اما بتحبني لوحدي اما ماتحبنيش خاااالص	NOT_OFF	NOT_OFF
1732	USERIDX يااااافع تحتضن ابنها البار✌✌✌الرءيس القاءد ابو القاسم عيدروس الزبيدي سجل تاريخ واكتب قلم انها يافع العز والشموخ	NOT_OFF	NOT_OFF
1733	USERIDX خساره عليكي مصر كان بينضرب بيكي المثل ف التقدم والحضاره بقت الدول خايفه توصل للي وصلنا ليه اطمن انت مش لوحدك	NOT_OFF	NOT_OFF
1734	كده هالزي بنتي تفرجيني علي فيديو كامل للعيال دي و الاخر الاقيكي مقولتيش اوماماماي URL	NOT_OFF	NOT_OFF
1735	USERIDX اوف لطيف ساتر قويه يكون النادي اتمني التشهير حتي يكون عبره للاخرينولا يكون تكتم علي الموضوع حتي نهايه ا	NOT_OFF	NOT_OFF
1736	USERIDX صباح النور نور قلبي هلالي ازرق	NOT_OFF	NOT_OFF
1737	منتظره ميلادج صاحبه القلب اللطيف اجمل قرب ميلادها يالي قرب ميلادج صدفه اختلفت باقي الصدف نعمهجتني سابع سماء اجمل اقدارالعمر واقداري نعمه مدري اشكرها ياللي عرفتج ماندمت اني عرفتج ارجع اشكر لحظه فيج USERIDX	NOT_OFF	NOT_OFF
1738	USERIDX ريتويت باشا ريتويت انسه 💔 فولو استاذ 💔لايك❤ بيهلايك❤ ياهانم ماتش الاسيوطي	NOT_OFF	NOT_OFF
1739	الوش كله غباء وضحكتك ماسخه عره الرءساء ابن المره الوسخه خمسين الف مشجع للزمالك الاهلي المصري	OFF	OFF
1740	USERIDX USERIDX تعال كويتي عتيج وتشوف موقفنا بعيونك 😂😂😂😂😂😂😂	NOT_OFF	NOT_OFF
1741	USERIDX صباح الخير حره تونس صباح لاوطانكم تنفسوا عطر الارض الحريه الحقيقيه تمعم وطنك جار تفاءلوا خيرا ا	NOT_OFF	NOT_OFF
1742	والحنايا الي تضمك بانتظار وله خوف تشب نااار نهار بليلي ليلي نهار ❤️	NOT_OFF	NOT_OFF
1743	كتفي و اتكاءي دياري و العاءله ضوءي و انشراحي صديقي حبيبي و السلام ❤️ USERIDX	NOT_OFF	NOT_OFF
1744	USERIDX اذا قلت مولاي لبانييا واحدا ماله خلقه ثانياعصي وتسترني انسي وتذكرنيفكيف انساك تنساني يارب	NOT_OFF	NOT_OFF
1745	USERIDX صباح الفل جامده قويه ياللي واقفه قدام الناس المفتريه	NOT_OFF	NOT_OFF
1746	USERIDX USERIDX USERIDX امشي كلب العسكر خنزير عتلو يسقط يسقط حكم العسكر ويسقط كلاب العسكر	OFF	OFF
1747	اجمل صدف عمري حب مابعده حب💛	NOT_OFF	NOT_OFF
1748	USERIDX بصراحه انا مبحبش المغرب الجزاءر تونس بدات احب تونس عشانك لاعب موهوب الف سلامه حبيب الزملكاويه😍😍	NOT_OFF	NOT_OFF
1749	USERIDX حاطه لثمه مدري كمامه وحده ثانيه URL	NOT_OFF	NOT_OFF
1750	اللهم اجعلنا نستيقظ علي خبر يحيي قلوبنا ويسعد صدورنا ويمحي حزننا وينسينا حدث بالايام الماضيه ويبكي عيوننا شده الفرح رب كريم بشرنا ننتظره منك وانت خير المبشرين 💛	NOT_OFF	NOT_OFF
1751	⛔️⛔️⛔️⛔️⛔️⛔️⛔️⛔️⛔️⛔️امشو القياده ناس دايريين يشيلو الاعتصام قوا امشو القياده ناسامشو القياده ناسامشو القياده ناسامشو القياده ناسامشو القياده ناسامشو القياده ناسامشو القياده ناسامشو القياده ناسامشو القياده ناس اعتصام القياه العامه	NOT_OFF	NOT_OFF
1752	اني اختفي اسندر الاوادم ماعندي حل وسط الاسف😂😭	NOT_OFF	NOT_OFF
1753	USERIDX جابر الحرمي الدجه العاهه متناقض الكلباني زميل وصديق وحبيب تدافع عنهم المشايخ تقول عنهم معتق	OFF	OFF
1754	USERIDX واحد يغني الكل وينوب مالي عيوني و مكفيها ❤️	NOT_OFF	NOT_OFF
1755	هلم نذهب معه باشتياق الي العشاء السري اليوم المسيح يحتفي اليوم المسيح يخدمنا المسيح محب البشر يريحنا للسر الرهيب للتدبير ينطق للتنازل يدرك لرحمه احشاء الهنا تستقصي الخالق يقدم نفسه لخليقته لتسعد	NOT_OFF	NOT_OFF
1756	USERIDX حمله عتق عبدالكريم الشمريافزعوا شمر افزعوا لابتي URL	NOT_OFF	NOT_OFF
1757	USERIDX غرام الروح شوق النظر ليه تخبي حبك البادي بيت	NOT_OFF	NOT_OFF
1758	USERIDX USERIDX USERIDX مالك دخل جاهل رجعي متطفل مالك دخل باهتمامات الناس مالك دخل بقراراتهم واختياراتهم انت حسيب عنهم رقيب الشايب متاكد انه يعيش حياه ابسط واسعد حياتك الوضيعه	OFF	OFF
1759	وزير الصحه شيخ تعال شوف مسخره الرازي قسم التقارير احترام لكبار السنه لبطاقه الاولويه واسلوب الصراخ انت تحس بمعاناه كبار السن الكويتيين والا نظام الباب المغلق اقول الا حسبي الله ونعم الوكيلحطو موظفين مو موظفه وحده ومعصبه	OFF	OFF
1760	USERIDX الله يوفقك انتي و هوا جبانه منافقه اصلا زي انتوا و هوا طنجره ولقت غطاها عفن و ريحه طالعه و قرف و زباله ولقيتوا بعضكم اااففف عليكم	OFF	OFF
1761	اه لالالي لالالي لالالي ابو العيون السود خلي ❤🎼	NOT_OFF	NOT_OFF
1762	قدس مناره الشراءع طفله جمليه محروقه الاصابع حزينه عيناكي مدينه البتول واحه ظليله مر الرسول ⁦❤️⁩💔 URL	NOT_OFF	NOT_OFF
1763	USERIDX انا الغريب اللي رجع للمدينه سعد هالرجعه و حي هالشوف 💛🖤 URL	NOT_OFF	NOT_OFF
1764	USERIDX يارب كافي شافي معافي	NOT_OFF	NOT_OFF
1765	اختبار حلو جبار💛💛💛💛💛	NOT_OFF	NOT_OFF
1766	«دعاء لتفريج الهم والغم باذن الله» يتبع 󾠱عن ابن عباس رضي الله عنهما قال قال رسول الله «جاءني جبريل بدعوات فقال اذا نزل امر امر دنياك فقدمهن سل حاجتك بديع السموات والارض الجلال والاكرام صريخ المستصرخين غياث المستغيثين	NOT_OFF	NOT_OFF
1767	USERIDX حلو جداا وناقصني معنديش حياديه وسطيه اهه لااء ودماغي جزمه وقرف 😂	NOT_OFF	NOT_OFF
1768	دول عالم جبلات بيحسوش عشان صعدو عاملين مولد ويقولو افريقيا للرجال ودا امتي زيزي حصاله افريقيا URL	OFF	NOT_OFF
1769	جيد بالترزز كلب الكلاب حثاله URL	OFF	OFF
1770	USERIDX والله رجعها اجلس استرم حياتي كلها حقير زباله شبشب ذره غبار الحياه تافه ربي يحرقهم رب ببكي	OFF	OFF
1771	USERIDX عشق القلب امنياته❤️	NOT_OFF	NOT_OFF
1772	USERIDX USERIDX لولو بنفسج انتي💜 الاهل دايما وبالذات الام جواها بتبقي شايفاكي اجمل وافضل حد فعيونها دايما	NOT_OFF	NOT_OFF
1773	USERIDX عجوز قديم انت زمن طبق 😂😂😂😂😂😂😂😂	NOT_OFF	NOT_OFF
1774	سارق وقتي ويومي ماخذني لحالك ♥️	NOT_OFF	NOT_OFF
1775	USERIDX خفض معاشك وبيع السيارات الي اشتريتها ولك استحي عيب الشوم عليكن كلكن هاليرتين بدك تجوعنا فجعان الله يوفقكن بدني باخره و رب شي عم تعملوا انت واصحابك بينعمل بولادكن بلا ضمير حراميه تفه ع شرفكن و ناطره تلفون ا	OFF	OFF
1776	مش عارف ليه المحن زايد اوووي الايام دي علي تويتر ايه اللي حصل الدنيا جري ايه اخشن واسترجل شويه حنين انت رقه ابو قلب اخضر 🤠 مالك تمسك نفسك هتفضل سايب كده علي روحك 🤔🤔🤔🤔	NOT_OFF	NOT_OFF
1777	USERIDX تعلموا المشاريع عشاق الهنوديا اخذتوا الدوله اخذتم ولم تجد منكم الا وافدين اكثر محمود الجرواني نشكرك	OFF	NOT_OFF
1778	صل الله عيون تقطعون وتهلكون الحي بصحاح مراض❤	NOT_OFF	NOT_OFF
1779	USERIDX الا نبينا محمد صلي الله وسلم يقول رب امتي رب امتي رسول يترك رسول تترك سنته اللهم صل علي سيدنا	NOT_OFF	NOT_OFF
1780	USERIDX رب تسلم ابو السيد محترم 👏👍💪❤❤❤❤	NOT_OFF	NOT_OFF
1781	الصدمه اصابه كذبه ابريل عندهم جدتي	NOT_OFF	NOT_OFF
1782	حسبي الله شرير عيد المال — ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه URL	OFF	OFF
1783	USERIDX وانت طيب مايو صاحبي واخويا ♥️♥️♥️♥️♥️	NOT_OFF	NOT_OFF
1784	اللهم اني اسالك باسمك الطاهر الطيب المبارك الاحب اليك اذا دعيت اجبت واذا سءلت اعطيت واذا استرحمت رحمت واذا استفرجت فرجت اللهم اني ادعوك الله وادعوك الرحمن وادعوك البر الرحيم ان تغفر ولاصدقاءي وترحمنا رحمن رحيم سميع عليم غفور كريم	NOT_OFF	NOT_OFF
1785	USERIDX كان قلتي اليوم ضفو وجيهكم	NOT_OFF	NOT_OFF
1786	USERIDX USERIDX خد جوجل حبيبي ترجم وسمع عمو	NOT_OFF	NOT_OFF
1787	USERIDX زينك يمه وانتي تفرحي لفرحتي والهلال 💙💙💙انتي هلاليه وانتي علمني حب العلال الله يطول بعمرك رب URL	NOT_OFF	NOT_OFF
1788	USERIDX الله يلعنك ظلامالله يلعنك ظلامالله يلعنك ظلامالله يلعنك ظلامالله يلعنك ظلامالله يلعنك ظلاما	NOT_OFF	OFF
1789	USERIDX USERIDX ايه دا انتي بتتخانقي توتا😂🙊🙊 قولتيلها نوتي حاجه اعنف	NOT_OFF	NOT_OFF
1790	USERIDX الله يسلمك رب امين رب	NOT_OFF	NOT_OFF
1791	USERIDX عبدالعزيز حبك للصياح اكثر اسبوع وانت تصيح هاشتاق لهاشتاق تخاف الدوري نصراوي باذن الله غصبا و علي لجانكم و علي قروباتكم	NOT_OFF	NOT_OFF
1792	اليك وجعي وجع الذكريات URL	NOT_OFF	NOT_OFF
1793	حبيب الروح حلو ابتسامك و محلي الليالي غرامك💙	NOT_OFF	NOT_OFF
1794	يامن اس دواء وذكره شفاء وطاعت ه غني ارح م م ن راس مال ه الرج اء وس لاحه البكاء س ابغ الن عم دافع الن قم ن ور المس توحشين الظلم عالما يعلم صل علي محمد وال محمد وافعل انت اهله	NOT_OFF	NOT_OFF
1795	USERIDX انتو بتوزعوا زيت وسكر فعلا عباس عباس انا روحت وانتخبت مخادتش ليه زيهم اه وانتصار كمان راحت كده كرتونتين URL	NOT_OFF	OFF
1796	USERIDX كدا عمر متزعلهاش حبيبي 😂 URL	NOT_OFF	NOT_OFF
1797	هدا سكن اطفال امارتين شارقه طالبين فزعتكم اهل دار زايد بنشر رسالتي توصل شيوخنا يقصرون عرف بحالتنا تخسر شي ادا اعدتم رسالتي انت اهل الكرم اهل زايد عيال زايد دار زايد اطفالي يستغيث بيكم ابونا زايد ماكان يتاخر الي يستغيث بيه ويطلب فزعه URL	NOT_OFF	OFF
1798	USERIDX ومدني بمدد قوتك اواجه ضعفي وكن ربي احتاجك المولي ويا النصير	NOT_OFF	NOT_OFF
1799	سلااااام يو خالد انت والطرب الاصيل URL	NOT_OFF	NOT_OFF
